City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
lokosovo,61.1333,74.8167,28.54,80,75,6.76,RU,1664127628
lompoc,34.6391,-120.4579,61.52,94,100,0.0,US,1664127628
longyearbyen,78.2186,15.6401,44.44,76,75,13.8,SJ,1664127628
lorengau,-2.0226,147.2712,81.97,70,99,10.69,PG,1664127628
los llanos de aridane,28.6585,-17.9182,70.12,97,100,11.5,ES,1664127370
luderitz,-26.6481,15.1594,56.23,79,61,2.53,NA,1664127629
mae tha,18.4646,99.1403,73.99,97,82,1.34,TH,1664127629
magog,45.2668,-72.1491,61.02,62,100,8.05,CA,1664127629
mahebourg,-20.4081,57.7,71.89,73,40,16.11,MU,1664127629
mahina,-17.5065,-149.489,78.57,73,75,2.3,PF,1664127629
makakilo city,21.3469,-158.0858,80.62,84,0,3.44,US,1664127408
mangai,-4.05,19.5333,73.67,81,84,2.84,CD,1664127629
manicore,-5.8092,-61.3003,94.95,46,0,4.61,BR,1664127630
manono,-7.3,27.4167,78.73,46,76,4.23,CD,1664127630
manta,-0.95,-80.7333,80.38,61,75,9.22,EC,1664127630
mapiripan,2.8892,-72.1256,89.89,50,100,2.3,CO,1664127630
mar del plata,-38.0023,-57.5575,59.95,79,0,13.8,AR,1664127354
maragogi,-9.0122,-35.2225,79.43,68,38,12.53,BR,1664127630
margate,51.3813,1.3862,58.89,56,83,1.99,GB,1664127580
marsaxlokk,35.8419,14.5431,78.08,69,20,11.5,MT,1664127630
masterton,-40.9597,175.6575,39.79,95,100,4.25,NZ,1664127631
matagami,49.7502,-77.6328,59.11,63,100,5.75,CA,1664127481
mataura,-46.1927,168.8643,49.48,99,100,1.19,NZ,1664127631
mayo,38.8876,-76.5119,79.61,63,0,6.91,US,1664127631
meadow lake,34.8014,-106.5436,81.7,34,4,20.07,US,1664127631
mecca,21.4267,39.8261,94.01,29,34,3.91,SA,1664127629
mehamn,71.0357,27.8492,46.35,71,0,10.36,NO,1664127631
meru,0.0463,37.6559,68.0,56,76,10.65,KE,1664127631
meulaboh,4.1363,96.1285,77.05,87,100,3.09,ID,1664127631
miandrivazo,-19.5167,45.4667,79.36,59,12,4.94,MG,1664127632
mill valley,37.906,-122.545,73.49,80,0,1.99,US,1664127632
minggang,32.4586,114.0486,63.77,62,35,2.01,CN,1664127632
miranda,3.2499,-76.2281,82.65,56,96,3.96,CO,1664127632
mitsamiouli,-11.3847,43.2844,76.71,77,56,5.1,KM,1664127632
mitzic,0.7821,11.549,69.94,98,98,3.04,GA,1664127632
mogok,22.9167,96.5,64.24,97,90,1.74,MM,1664127633
mogzon,51.7435,111.9606,33.03,62,85,2.84,RU,1664127633
monticello,45.3055,-93.7941,67.86,53,0,18.41,US,1664127633
moranbah,-22.0016,148.0466,65.53,90,0,2.48,AU,1664127633
morant bay,17.8815,-76.4093,78.42,85,100,16.62,JM,1664127633
moron,-34.6534,-58.6198,73.02,39,94,8.97,AR,1664127634
mount gambier,-37.8333,140.7667,48.85,96,100,3.22,AU,1664127634
mount isa,-20.7333,139.5,56.97,47,0,4.61,AU,1664127634
muros,42.7762,-9.0603,66.83,59,7,16.08,ES,1664127634
nabire,-3.3667,135.4833,74.84,91,85,3.09,ID,1664127634
nakamura,32.9833,132.9333,69.28,95,44,1.63,JP,1664127634
nalut,30.3333,10.85,84.65,25,45,7.25,LY,1664127635
namatanai,-3.6667,152.4333,78.44,82,51,5.95,PG,1664127635
namibe,-15.1961,12.1522,63.66,80,28,9.37,AO,1664127635
nanortalik,60.1432,-45.2371,55.42,82,72,16.82,GL,1664127635
nantucket,41.2835,-70.0995,71.74,63,20,13.8,US,1664127635
narsaq,60.9167,-46.05,50.22,61,95,6.53,GL,1664127635
naze,28.3667,129.4833,77.92,83,15,7.85,JP,1664127635
necochea,-38.5473,-58.7368,60.01,64,95,11.79,AR,1664127636
nemuro,43.3236,145.575,61.83,81,97,4.63,JP,1664127636
nepa nagar,21.4667,76.4,75.72,77,57,2.48,IN,1664127636
new norfolk,-42.7826,147.0587,48.7,80,48,1.99,AU,1664127636
newport,51.5877,-2.9984,58.68,68,100,11.32,GB,1664127505
nikolskoye,59.7035,30.7861,48.09,97,100,2.24,RU,1664127636
nishihara,26.1842,127.7558,78.85,94,75,5.75,JP,1664127636
nola,40.922,14.5329,70.38,99,100,3.8,IT,1664127604
norman wells,65.282,-126.8329,37.44,87,20,3.44,CA,1664127637
nouadhibou,20.931,-17.0347,84.18,79,75,12.66,MR,1664127637
nouakchott,18.0858,-15.9785,85.93,78,77,12.84,MR,1664127637
nova venecia,-18.7106,-40.4006,77.99,57,94,9.44,BR,1664127637
novyy svit,47.8059,38.0211,56.07,47,49,11.52,UA,1664127637
nueva guinea,11.6876,-84.4562,83.93,72,81,6.42,NI,1664127637
nuuk,64.1835,-51.7216,41.61,65,75,5.75,GL,1664127637
obukhiv,50.11,30.6227,54.48,72,94,5.79,UA,1664127499
odienne,9.51,-7.5692,75.79,90,83,4.21,CI,1664127637
oistins,13.0667,-59.5333,86.09,74,40,20.71,BB,1664127637
okhotsk,59.3833,143.3,38.34,64,100,8.08,RU,1664127638
oktyabrskoye,43.0645,44.7417,48.34,81,40,6.71,RU,1664127638
olafsvik,64.8945,-23.7142,47.53,68,5,11.9,IS,1664127598
omsukchan,62.5333,155.8,22.33,97,100,2.73,RU,1664127638
onguday,50.75,86.15,50.4,63,32,2.21,RU,1664127638
orange,33.7,-117.7675,94.23,54,20,3.0,US,1664127638
oranjemund,-28.55,16.4333,56.3,78,98,5.59,NA,1664127598
oriximina,-1.7656,-55.8661,99.86,25,75,8.9,BR,1664127638
oshikango,-17.4,15.8833,80.98,15,2,8.16,NA,1664127638
ostrovnoy,68.0531,39.5131,43.25,75,100,10.31,RU,1664127639
otta,61.7712,9.5353,45.59,87,98,8.77,NO,1664127640
oussouye,12.485,-16.5469,82.58,82,100,6.02,SN,1664127640
padang,-0.9492,100.3543,77.47,85,90,2.95,ID,1664127640
palana,59.1167,159.9667,40.37,77,100,8.1,RU,1664127640
palestine,31.9216,35.2033,71.35,38,0,4.74,PS,1664127640
palmer,42.1584,-72.3287,67.91,70,100,9.22,US,1664127641
pampa,35.5362,-100.9599,78.84,27,0,23.02,US,1664127641
pangnirtung,66.1451,-65.7125,35.6,55,75,4.61,CA,1664127641
paracuru,-3.41,-39.0306,81.1,57,14,17.92,BR,1664127641
parga,39.2831,20.3964,68.13,48,69,0.76,GR,1664127641
pavlodar,52.3,76.95,58.8,47,0,6.71,KZ,1664127641
pechora,65.1472,57.2244,31.71,80,12,4.68,RU,1664127641
pemex,18.4395,-96.3461,81.75,75,96,1.77,MX,1664127642
perry,37.2506,-83.1999,74.12,78,68,10.89,US,1664127642
petropavlovsk-kamchatskiy,53.0452,158.6483,43.39,100,75,2.24,RU,1664127642
petrykiv,49.5332,25.5809,52.63,70,100,6.91,UA,1664127642
pevek,69.7008,170.3133,28.83,75,21,4.79,RU,1664127642
phalombe,-15.8064,35.6507,76.23,38,63,2.35,MW,1664127643
pilar,-9.5972,-35.9567,84.13,62,63,10.6,BR,1664127643
pirovskoye,57.6267,92.2658,33.94,93,100,5.59,RU,1664127643
pisco,-13.7,-76.2167,68.05,60,20,20.71,PE,1664127643
pitimbu,-7.4706,-34.8086,84.79,64,8,15.19,BR,1664127644
plettenberg bay,-34.0527,23.3716,60.37,86,90,4.88,ZA,1664127644
plouzane,48.3833,-4.6167,59.18,72,0,10.36,FR,1664127644
pochutla,15.7432,-96.4661,81.21,77,100,3.42,MX,1664127645
ponta delgada,37.7333,-25.6667,76.5,68,75,14.97,PT,1664127645
ponta do sol,32.6667,-17.1,74.03,75,56,9.71,PT,1664127645
pontes e lacerda,-15.2261,-59.3353,98.65,26,66,5.23,BR,1664127645
porbandar,21.6422,69.6093,81.46,66,75,6.53,IN,1664127645
port alfred,-33.5906,26.891,63.18,79,76,5.99,ZA,1664127645
port elizabeth,-33.918,25.5701,64.09,81,0,14.97,ZA,1664127646
port hardy,50.6996,-127.4199,51.98,93,100,3.44,CA,1664127646
port hedland,-20.3167,118.5667,66.25,72,4,4.61,AU,1664127646
port hope,43.9408,-82.7127,62.67,72,81,8.05,US,1664127646
port lincoln,-34.7333,135.8667,55.09,86,99,13.56,AU,1664127646
port moresby,-9.4431,147.1797,76.42,94,20,9.22,PG,1664127646
port-gentil,-0.7193,8.7815,78.76,78,40,13.8,GA,1664127646
portland,45.5234,-122.6762,75.49,63,0,5.75,US,1664127646
porto belo,-27.1578,-48.5531,67.78,82,100,5.79,BR,1664127647
poso,-1.3959,120.7524,76.15,75,97,3.65,ID,1664127647
praya,14.9215,-23.5087,86.54,58,20,16.11,CV,1664127647
presidencia roque saenz pena,-26.7852,-60.4388,86.88,17,80,6.76,AR,1664127647
prieska,-29.6641,22.7474,75.43,16,67,16.53,ZA,1664127647
prince george,53.9166,-122.753,59.25,78,40,12.66,CA,1664127648
progreso,21.2833,-89.6667,89.71,64,7,12.91,MX,1664127648
prokhorovka,51.0374,36.7325,49.57,75,24,10.31,RU,1664127648
provideniya,64.3833,-173.3,35.58,77,92,5.73,RU,1664127648
puerto ayora,-0.7393,-90.3518,71.56,96,100,7.0,EC,1664127648
puerto colombia,10.9878,-74.9547,84.29,65,77,6.93,CO,1664127648
puerto del rosario,28.5004,-13.8627,71.35,94,75,9.22,ES,1664127458
puerto escondido,15.85,-97.0667,86.83,51,20,2.3,MX,1664127648
punta arenas,-53.15,-70.9167,48.31,57,75,19.57,CL,1664127539
qaanaaq,77.484,-69.3632,31.42,74,100,12.59,GL,1664127648
qaqortoq,60.7167,-46.0333,54.54,65,87,4.7,GL,1664127649
quatre cocos,-20.2078,57.7625,71.71,77,8,16.22,MU,1664127649
ribeira grande,38.5167,-28.7,70.2,88,75,14.97,PT,1664127591
rikitea,-23.1203,-134.9692,68.16,60,6,17.81,PF,1664127650
rio grande,-32.035,-52.0986,71.71,79,63,17.38,BR,1664127394
road town,18.4167,-64.6167,87.89,79,40,9.22,VG,1664127650
roald,62.5833,6.1333,53.74,62,40,12.66,NO,1664127650
rocafuerte,-0.9167,-80.4333,80.47,57,92,11.41,EC,1664127651
roma,43.2128,-75.4557,60.08,94,100,9.22,US,1664127651
rosa zarate,0.3333,-79.4667,88.66,53,84,2.71,EC,1664127651
sa kaeo,13.75,102.3333,72.7,98,100,1.63,TH,1664127651
sabla,12.7525,4.7077,87.4,51,97,3.24,NG,1664127652
sabzevar,36.2126,57.6819,81.68,32,0,16.11,IR,1664127652
saint anthony,45.0205,-93.218,69.49,52,20,18.41,US,1664127652
saint george,37.1041,-113.5841,80.94,24,0,1.99,US,1664127652
saint-augustin,51.226,-58.6502,49.28,80,100,15.95,CA,1664127653
saint-joseph,-21.3667,55.6167,70.18,79,17,13.56,RE,1664127653
saint-philippe,-21.3585,55.7679,71.19,82,35,13.78,RE,1664127653
saint-pierre,-21.3393,55.4781,71.28,68,0,10.36,RE,1664127653
sakakah,29.9697,40.2064,90.97,22,0,5.64,SA,1664127653
salalah,17.0151,54.0924,80.69,94,40,8.05,OM,1664127440
saldanha,-33.0117,17.9442,60.85,87,100,5.23,ZA,1664127653
sale,34.0389,-6.8166,72.28,60,100,10.36,MA,1664127551
salina,38.8403,-97.6114,77.02,39,0,12.66,US,1664127654
samarai,-10.6167,150.6667,80.6,83,79,10.47,PG,1664127654
san carlos de bariloche,-41.1456,-71.3082,49.75,37,40,20.71,AR,1664127526
san juan,-31.5375,-68.5364,69.06,26,26,8.48,AR,1664127654
san patricio,28.017,-97.5169,89.83,46,17,7.29,US,1664127655
san quintin,30.4833,-115.95,78.28,66,0,10.0,MX,1664127655
san rafael,-34.6177,-68.3301,67.75,28,55,8.25,AR,1664127655
san rafael del sur,11.8485,-86.4384,85.17,79,100,6.4,NI,1664127655
sanandaj,35.3144,46.9923,69.49,27,0,3.69,IR,1664127655
sankheda,22.1667,73.5833,75.47,81,53,5.28,IN,1664127655
santa barbara,34.7333,-120.0343,83.34,27,1,5.1,US,1664127656
santa clara,22.4,-79.9667,74.86,88,75,8.05,CU,1664127656
santa engracia,41.9406,-1.3245,67.59,47,100,19.28,ES,1664127656
santa fe,-31.6333,-60.7,75.02,35,72,4.0,AR,1664127551
santa maria,-29.6842,-53.8069,65.5,63,0,10.36,BR,1664127656
santa maria do para,-1.3503,-47.5756,93.79,42,30,13.76,BR,1664127657
santa rosa,14.3122,121.1114,76.08,96,100,9.78,PH,1664127657
sao filipe,14.8961,-24.4956,78.64,77,58,13.89,CV,1664127657
sao gabriel da cachoeira,-0.1303,-67.0892,93.29,42,25,1.97,BR,1664127657
sao joaquim,-28.2939,-49.9317,46.71,97,100,1.14,BR,1664127657
sao mateus,-18.7161,-39.8589,75.83,62,99,9.31,BR,1664127658
sao miguel,-5.4667,-35.3667,86.77,57,1,17.45,BR,1664127658
saskylakh,71.9167,114.0833,30.33,86,100,14.67,RU,1664127658
scarborough,54.2797,-0.4044,56.77,75,100,7.0,GB,1664127658
seoul,37.5683,126.9778,62.04,91,0,2.3,KR,1664127610
severnyy,50.677,36.5532,50.04,66,0,8.95,RU,1664127658
severo-kurilsk,50.6789,156.125,50.38,90,95,16.13,RU,1664127659
sharlyk,52.9167,54.75,48.69,86,79,9.73,RU,1664127523
shellbrook,53.2168,-106.4011,58.23,29,49,10.98,CA,1664127659
shimoda,34.6667,138.95,71.44,82,45,4.25,JP,1664127659
show low,34.2542,-110.0298,74.08,33,0,5.75,US,1664127659
sierpc,52.8568,19.6691,55.36,56,92,4.21,PL,1664127659
sitka,57.0531,-135.33,53.49,100,100,0.0,US,1664127659
skoghall,59.3232,13.4655,48.76,82,20,5.75,SE,1664127660
sompeta,18.9333,84.6,80.55,82,80,2.19,IN,1664127660
sorland,67.667,12.6934,51.66,72,86,19.46,NO,1664127660
sorong,-0.8833,131.25,78.01,88,100,5.55,ID,1664127428
souillac,-20.5167,57.5167,71.98,73,40,16.11,MU,1664127660
srednekolymsk,67.45,153.6833,29.25,77,18,8.1,RU,1664127451
staunton,38.1496,-79.0717,76.57,48,0,10.36,US,1664127661
stutterheim,-32.5708,27.424,64.44,67,89,3.87,ZA,1664127662
svecha,58.2785,47.5164,48.33,96,100,10.42,RU,1664127662
svetlogorsk,52.6333,29.7333,51.31,60,100,5.44,BY,1664127662
tabou,4.423,-7.3528,75.49,89,97,10.83,CI,1664127662
tahe,52.3333,124.7333,36.21,97,90,11.61,CN,1664127663
tahta,26.7693,31.5021,97.83,13,1,12.48,EG,1664127663
takhtamygda,54.1,123.5667,34.93,83,97,4.43,RU,1664127663
talnakh,69.4865,88.3972,24.21,77,12,3.06,RU,1664127663
taltal,-25.4,-70.4833,62.56,65,26,5.61,CL,1664127663
tamandare,-8.7597,-35.1047,79.93,64,52,11.61,BR,1664127663
tarpon springs,28.1461,-82.7568,89.01,71,100,5.99,US,1664127663
tasiilaq,65.6145,-37.6368,51.96,55,42,7.0,GL,1664127664
tatarsk,55.219,75.9828,38.95,84,98,11.99,RU,1664127664
tateyama,34.9833,139.8667,68.09,88,55,9.91,JP,1664127664
te anau,-45.4167,167.7167,48.2,92,94,2.1,NZ,1664127664
teguldet,57.3064,88.1667,34.07,94,100,5.21,RU,1664127664
tenkodogo,11.78,-0.3697,84.63,63,67,6.29,BF,1664127664
terney,45.0503,136.6092,55.8,72,100,4.21,RU,1664127665
tezu,27.9167,96.1667,72.23,95,98,3.11,IN,1664127665
thinadhoo,0.5333,72.9333,80.33,78,98,14.92,MV,1664127666
thompson,55.7435,-97.8558,46.56,57,75,14.97,CA,1664127666
tiksi,71.6872,128.8694,33.57,81,92,23.17,RU,1664127666
tilichiki,60.4667,166.1,36.41,78,100,8.39,RU,1664127666
timra,62.487,17.3257,53.67,93,100,6.91,SE,1664127666
tiznit,29.5833,-9.5,68.25,87,100,4.25,MA,1664127666
tocache,-8.1842,-76.5125,91.56,46,28,2.75,PE,1664127666
toila,59.4236,27.5025,47.08,85,100,7.58,EE,1664127666
tomatlan,19.9333,-105.25,89.51,60,14,3.42,MX,1664127667
torbay,47.6666,-52.7314,58.57,79,100,14.97,CA,1664127667
touros,-5.1989,-35.4608,83.41,57,1,15.66,BR,1664127667
tuatapere,-46.1333,167.6833,48.0,95,98,2.86,NZ,1664127668
tubmanburg,6.8708,-10.8172,73.8,95,100,4.29,LR,1664127668
tucumcari,35.1717,-103.725,75.04,27,0,20.71,US,1664127668
tuktoyaktuk,69.4541,-133.0374,30.2,86,100,12.66,CA,1664127668
tura,25.5198,90.2201,72.43,96,100,3.44,IN,1664127668
turukhansk,65.8167,87.9833,27.75,95,100,2.93,RU,1664127669
tyup,42.7276,78.3648,54.52,45,6,3.65,KG,1664127669
ulaangom,49.9811,92.0667,51.67,49,97,0.78,MN,1664127669
umm lajj,25.0213,37.2685,89.6,47,96,9.4,SA,1664127669
upernavik,72.7868,-56.1549,33.89,68,100,8.39,GL,1664127670
uruana,-15.4981,-49.6875,82.53,52,100,14.25,BR,1664127670
ushuaia,-54.8,-68.3,49.66,43,20,17.27,AR,1664127639
usolye,59.4268,56.6808,43.36,59,100,15.37,RU,1664127670
ust-tsilma,65.441,52.1498,32.07,84,22,5.86,RU,1664127670
uyuni,-20.4597,-66.825,50.83,7,24,21.03,BO,1664127670
vaini,-21.2,-175.2,71.76,94,75,3.44,TO,1664127670
vao,-22.6667,167.4833,73.15,83,0,11.3,NC,1664127671
vardo,70.3705,31.1107,46.38,87,0,16.11,NO,1664127671
veinticinco de mayo,-35.4323,-60.1727,68.99,43,100,5.99,AR,1664127671
verkhnevilyuysk,63.4453,120.3167,31.55,97,100,7.23,RU,1664127671
verkhniy kurkuzhin,43.6956,43.2747,51.01,76,99,2.55,RU,1664127671
vernon,50.2581,-119.2691,73.13,45,6,2.3,CA,1664127672
vestmanna,62.1564,-7.1664,45.52,76,100,28.77,FO,1664127672
vestmannaeyjar,63.4427,-20.2734,47.39,66,20,32.21,IS,1664127672
vicksburg,32.3526,-90.8779,88.03,55,20,0.0,US,1664127672
victoria,22.2855,114.1577,83.32,80,22,8.01,HK,1664127381
vikhorevka,56.1201,101.1636,33.39,97,99,3.78,RU,1664127672
vila franca do campo,37.7167,-25.4333,76.19,73,75,14.9,PT,1664127672
vila velha,-20.3297,-40.2925,75.15,80,100,6.91,BR,1664127672
virginia beach,36.8529,-75.978,85.05,45,20,17.27,US,1664127415
vostok,46.4856,135.8833,45.18,85,99,4.47,RU,1664127673
waingapu,-9.6567,120.2641,76.95,83,81,5.77,ID,1664127673
wajir,1.7471,40.0573,85.96,39,0,0.0,KE,1664127673
warmbad,-28.45,18.7333,68.74,33,100,14.05,NA,1664127608
waverley,-25.7023,28.2591,79.21,28,1,4.61,ZA,1664127673
west columbia,33.9935,-81.074,85.69,48,40,10.36,US,1664127673
westport,41.1415,-73.3579,72.09,65,20,13.0,US,1664127674
whitecourt,54.1502,-115.6855,58.24,47,40,6.91,CA,1664127674
whitehorse,60.7161,-135.0538,45.37,80,75,11.5,CA,1664127674
xuddur,4.1213,43.8894,79.86,46,44,4.07,SO,1664127674
yantal,56.8471,105.2542,33.78,90,95,3.02,RU,1664127674
yellowknife,62.456,-114.3525,45.12,76,75,13.8,CA,1664127674
yulara,-25.2406,130.9889,60.84,74,95,20.6,AU,1664127674
yumen,40.2833,97.2,60.71,15,0,6.4,CN,1664127675
zalantun,48.0,122.7167,41.4,39,0,4.52,CN,1664127675
zalari,53.5584,102.5065,33.58,90,100,3.15,RU,1664127675
zaysan,47.4667,84.8667,65.17,27,5,6.76,KZ,1664127675
zhaozhou,45.6833,125.3167,53.82,38,52,12.01,CN,1664127675
zhigalovo,54.8097,105.1578,32.81,97,94,0.94,RU,1664127675
zhigansk,66.7697,123.3711,30.22,94,100,7.45,RU,1664127675
